,,,,,Full Description,Killed,Injured,threat_id,Community,Province,Count,Attack Type,Date of Attack
,,,,,"No damage reported.""
  },
  {
    ""threat_id"": ""THRT-IRN-009"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Drone"",
    ""location"": {
      ""city"": ""Dubai"",
      ""province"": ""UAE"",
      ""coordinates"": [0.0, 0.0]
    },
    ""severity"": ""Medium"",
    ""confidence"": ""Medium"",
    ""timestamp"": ""1970-01-01T00:00:00Z"",
    ""details"": ""A drone strike hit the US consulate in Dubai, UAE, sparking a fire that was quickly contained with no injuries reported.""
  },
  {
    ""threat_id"": ""THRT-IRN-010"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Missile, Interception"",
    ""location"": {
      ""city"": ""Qamishli"",
      ""province"": ""Syria"",
      ""coordinates"": [0.0, 0.0]
    },
    ""severity"": ""Low"",
    ""confidence"": ""Low"",
    ""timestamp"": ""1970-01-01T00:00:00Z"",
    ""details"": ""A suspected Iranian missile was intercepted in Qamishli, Syria.""
  },
  {
    ""threat_id"": ""THRT-IRN-011"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Missile, Drone"",
    ""location"": {
      ""city"": ""US Naval Support Activity"",
      ""province"": ""Bahrain"",
      ""coordinates"": [0.0, 0.0]
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""1970-01-01T00:00:00Z"",
    ""details"": ""Two AN/GSC-52B SATCOM terminals ($10M each) at the US Naval Support Activity in Bahrain were destroyed by Iranian missiles and/or drones.""
  },
  {
    ""threat_id"": ""THRT-IRN-012"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Missile, Drone"",
    ""location"": {
      ""city"": ""Al Ruwais base"",
      ""province"": ""UAE"",
      ""coordinates"": [0.0, 0.0]
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""1970-01-01T00:00:00Z"",
    ""details"": ""Two AN/TPY-2 X-band fire control radars ($400-500M each) at UAE’s Al Ruwais base were destroyed by Iranian missiles and/or drones.""
  },
  {
    ""threat_id"": ""THRT-IRN-013"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Strike"",
    ""location"": {
      ""city"": ""Prince Sultan Air Base area"",
      ""province"": ""Saudi Arabia"",
      ""coordinates"": [0.0, 0.0]
    },
    ""severity"": ""High"",
    ""confidence"": ""Medium"",
    ""timestamp"": ""1970-01-01T00:00:00Z"",
    ""details"": ""A radome-linked structure 10km from Prince Sultan Air Base in Saudi Arabia was hit by Iranian forces.""
  },
  {
    ""threat_id"": ""THRT-IRN-014"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Strike"",
    ""location"": {
      ""city"": ""Camp Arifjan"",
      ""province"": ""Kuwait"",
      ""coordinates"": [0.0, 0.0]
    },
    ""severity"": ""High"",
    ""confidence"": ""Medium"",
    ""timestamp"": ""1970-01-01T00:00:00Z"",
    ""details"": ""Three unidentified radomes at Camp Arifjan, Kuwait, were struck by Iranian forces.""
  },
  {
    ""threat_id"": ""THRT-IRN-015"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Strike"",
    ""location"": {
      ""city"": ""Ali Al Salam Air Base"",
      ""province"": ""Kuwait"",
      ""coordinates"": [0.0, 0.0]
    },
    ""severity"": ""High"",
    ""confidence"": ""Medium"",
    ""timestamp"": ""1970-01-01T00:00:00Z"",
    ""details"": ""Eight buildings adjacent to radome and satellite dish infrastructure at Ali Al Salam Air Base, Kuwait, were struck by Iranian forces in back-to-back attacks.""
  },
  {
    ""threat_id"": ""THRT-IRN-016"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Targeting"",
    ""location"": {
      ""city"": ""Erbil"",
      ""province"": ""Iraqi Kurdistan"",
      ""coordinates"": [0.0, 0.0]
    },
    ""severity"": ""High"",
    ""confidence"": ""Medium"",
    ""timestamp"": ""1970-01-01T00:00:00Z"",
    ""details"": ""Telecoms infrastructure, including Mount Korek tower and radome in Erbil, Iraqi Kurdistan, was repeatedly targeted by Iranian or allied forces.""
  },
  {
    ""threat_id"": ""THRT-IRN-017"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Drone"",
    ""location"": {
      ""city"": null,
      ""province"": ""Kuwait"",
      ""coordinates"": [0.0, 0.0]
    },
    ""severity"": ""High"",
    ""confidence"": ""High"",
    ""timestamp"": ""1970-01-01T00:00:00Z"",
    ""details"": ""Scores of Iranian drones penetrated Kuwaiti air defenses and attacked an operations center at a commercial port, leading to the accidental downing of three US F-15s by Kuwaiti forces.""
  },
  {
    ""threat_id"": ""THRT-IRN-018"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Missile"",
    ""location"": {
      ""city"": ""Dubai"",
      ""province"": ""UAE"",
      ""coordinates"": [0.0, 0.0]
    },
    ""severity"": ""High"",
    ""confidence"": ""Medium"",
    ""timestamp"": ""1970-01-01T00:00:00Z"",
    ""details"": ""Iranian missiles hit luxury landmarks in Dubai, including the Fairmont The Palm hotel, causing tourists to run for cover.""
  },
  {
    ""threat_id"": ""THRT-IRN-019"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Rocket"",
    ""location"": {
      ""city"": ""Tel Aviv"",
      ""province"": ""Israel"",
      ""coordinates"": [0.0, 0.0]
    },
    ""severity"": ""High"",
    ""confidence"": ""Medium"",
    ""timestamp"": ""1970-01-01T00:00:00Z"",
    ""details"": ""Hezbollah launched three long-range rockets towards Tel Aviv, Israel, triggering air raid sirens",0,0,Unknown_ID,Erbil,Iraq,1,IED,1970-01-01
,,,,,"This marks the first long-range missile fire from Lebanon towards the city since the conflict began.""
  },
  {
    ""threat_id"": ""THRT-IRN-020"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Destruction"",
    ""location"": {
      ""city"": null,
      ""province"": ""Strait of Hormuz"",
      ""coordinates"": [0.0, 0.0]
    },
    ""severity"": ""Critical"",
    ""confidence"": ""Medium"",
    ""timestamp"": ""1970-01-01T00:00:00Z"",
    ""details"": ""Iran declared control over the Strait of Hormuz and destroyed more than 10 oil tankers.""
  },
  {
    ""threat_id"": ""THRT-US-001"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Destruction"",
    ""location"": {
      ""city"": null,
      ""province"": ""Iran"",
      ""coordinates"": [0.0, 0.0]
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""1970-01-01T00:00:00Z"",
    ""details"": ""The Pentagon announced the destruction of 17 Iranian military ships and hundreds of ballistic missile launch pads.""
  },
  {
    ""threat_id"": ""THRT-IRN-021"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Rocket"",
    ""location"": {
      ""city"": ""Haifa"",
      ""province"": ""Israel"",
      ""coordinates"": [0.0, 0.0]
    },
    ""severity"": ""High"",
    ""confidence"": ""Medium"",
    ""timestamp"": ""1970-01-01T00:00:00Z"",
    ""details"": ""Hezbollah attacked a base in Haifa with rockets.""
  },
  {
    ""threat_id"": ""THRT-ISR-003"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Bombing/Strike"",
    ""location"": {
      ""city"": ""Isfahan"",
      ""province"": ""Iran"",
      ""coordinates"": [32.6546, 51.6680]
    },
    ""severity"": ""High"",
    ""confidence"": ""Medium"",
    ""timestamp"": ""1970-01-01T00:00:00Z"",
    ""details"": ""Explosions reported in Tehran, Isfahan, and other Iranian cities.""
  },
  {
    ""threat_id"": ""THRT-IRN-022"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Various"",
    ""location"": {
      ""city"": null,
      ""province"": ""Kuwait"",
      ""coordinates"": [0.0, 0.0]
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""1970-01-01T00:00:00Z"",
    ""details"": ""An 11-year-old girl in Kuwait was killed by falling shrapnel following waves of Iranian attacks.""
  },
  {
    ""threat_id"": ""THRT-US-002"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Submarine Strike"",
    ""location"": {
      ""city"": null,
      ""province"": ""Indian Ocean"",
      ""coordinates"": [0.0, 0.0]
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""1970-01-01T00:00:00Z"",
    ""details"": ""A US submarine strike on an Iranian warship (frigate) in the Indian Ocean resulted in at least 80 deaths and 101 missing.""
  },
  {
    ""threat_id"": ""THRT-IRN-023"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Drone, Missile"",
    ""location"": {
      ""city"": null,
      ""province"": ""Middle East"",
      ""coordinates"": [0.0, 0.0]
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""1970-01-01T00:00:00Z"",
    ""details"": ""Iran retaliated by firing barrages of drones and missiles at Israel and US/UK military installations across the Middle East.""
  },
  {
    ""threat_id"": ""THRT-ISR-004"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Bombing (alleged plot)"",
    ""location"": {
      ""city"": null,
      ""province"": ""Saudi Arabia, Qatar"",
      ""coordinates"": [0.0, 0.0]
    },
    ""severity"": ""Critical"",
    ""confidence"": ""Low"",
    ""timestamp"": ""1970-01-01T00:00:00Z"",
    ""details"": ""Tucker Carlson claimed Israeli Mossad agents were arrested in Saudi Arabia and Qatar for allegedly planning bomb attacks to destabilize the region",0,0,Unknown_ID,Haifa,Israel,1,Explosion,1970-01-01
,,,,,"Qatari officials did not confirm.""
  },
  {
    ""threat_id"": ""THRT-ISR-005"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Fighter Jet Strike (munitions)"",
    ""location"": {
      ""city"": ""Tehran"",
      ""province"": ""Iran"",
      ""coordinates"": [0.0, 0.0]
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""1970-01-01T00:00:00Z"",
    ""details"": ""Israeli Air Force F-15s, F-16s, and F-35I stealth jets carried out a long-range strike on high-value targets in Tehran, flying over 1,500 km.""
  },
  {
    ""threat_id"": ""THRT-ISR-006"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Air-to-air Missile"",
    ""location"": {
      ""city"": null,
      ""province"": ""Iran"",
      ""coordinates"": [0.0, 0.0]
    },
    ""severity"": ""High"",
    ""confidence"": ""High"",
    ""timestamp"": ""1970-01-01T00:00:00Z"",
    ""details"": ""An Israeli F-35 pilot shot down an Iranian YAK-130 trainer aircraft with a precision missile over Iran, while on a mission over Tehran targets.""
  }
]",0,0,Unknown_ID,Tehran,Iran,1,IED,1970-01-01
,,,,,"[
  {
    ""threat_id"": ""THRT-USA-001"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Submarine"",
    ""location"": {
      ""city"": null,
      ""province"": null,
      ""coordinates"": null
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-03-01T00:00:00Z"",
    ""details"": ""US submarine sank Iranian navy frigate Dena in the Indian Ocean near Sri Lanka, killing at least 80 crew members",0,0,Unknown_ID,"[
  {
    ""threat_id"": ""THRT-USA-001""",Unknown Country,1,Unknown Type,2026-03-01
,,,,,32 rescued,0,0,Unknown_ID,32 rescued,Unknown Country,1,Unknown Type,Unknown Date
,,,,,"The frigate was returning from Milan 2026 exercises.""
  },
  {
    ""threat_id"": ""THRT-IRN-TUR-001"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Ballistic Missile"",
    ""location"": {
      ""city"": ""Adana"",
      ""province"": ""Adana"",
      ""coordinates"": [37.0017, 35.4217]
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-03-03T00:00:00Z"",
    ""details"": ""Iran launched a ballistic missile attack on Incirlik Air Base in Adana, Turkey (a joint US/NATO base)",0,0,Unknown_ID,"The frigate was returning from Milan 2026 exercises.""
  }",Turkey,1,Missile,2026-03-03
,,,,,Missile intercepted by NATO defense,0,0,Unknown_ID,Missile intercepted by NATO defense,Unknown Country,1,Missile,Unknown Date
,,,,,"Debris fell in Dortyol, Hatay province.""
  },
  {
    ""threat_id"": ""THRT-IRN-MAR-005"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Naval"",
    ""location"": {
      ""city"": null,
      ""province"": null,
      ""coordinates"": null
    },
    ""severity"": ""High"",
    ""confidence"": ""Medium"",
    ""timestamp"": ""2026-03-02T00:00:00Z"",
    ""details"": ""A Maltese-flagged cargo ship was attacked in the Strait of Hormuz",0,0,Unknown_ID,Debris fell in Dortyol,Unknown Country,1,Unknown Type,2026-03-02
,,,,,Oman provided assistance to 24 crew members,0,0,Unknown_ID,Oman provided assistance to 24 crew members,Oman,1,Unknown Type,Unknown Date
,,,,,"Iran had previously threatened attacks in this area.""
  },
  {
    ""threat_id"": ""THRT-KW-001"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Friendly Fire (Air Defense)"",
    ""location"": {
      ""city"": null,
      ""province"": null,
      ""coordinates"": null
    },
    ""severity"": ""High"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-03-02T00:00:00Z"",
    ""details"": ""Three US F-15E Eagle jets were shot down by Kuwaiti friendly fire",0,0,Unknown_ID,"Iran had previously threatened attacks in this area.""
  }",Iran,1,Unknown Type,2026-03-02
,,,,,"6 crew members survived.""
  },
  {
    ""threat_id"": ""THRT-USAISR-LBN-001"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Airstrike"",
    ""location"": {
      ""city"": ""Beirut"",
      ""province"": null,
      ""coordinates"": [33.8938, 35.5018]
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-03-03T00:00:00Z"",
    ""details"": ""US and Israel launched an airstrike on a hotel near Beirut, Lebanon, as part of an ongoing bombardment campaign.""
  },
  {
    ""threat_id"": ""THRT-USAISR-IRN-001"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Airstrike"",
    ""location"": {
      ""city"": ""Qom"",
      ""province"": ""Qom"",
      ""coordinates"": [34.6417, 50.8789]
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-03-03T00:00:00Z"",
    ""details"": ""US and Israel launched an airstrike on the building of the Assembly of Experts in Qom, Iran, as part of an ongoing bombardment campaign.""
  },
  {
    ""threat_id"": ""THRT-IRN-UAE-001"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Unspecified"",
    ""location"": {
      ""city"": ""Dubai"",
      ""province"": null,
      ""coordinates"": [25.2048, 55.2708]
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-03-03T00:00:00Z"",
    ""details"": ""Iran launched a retaliatory attack on Washington's consulate in Dubai, UAE, as part of a 'fourth night' of operations.""
  },
  {
    ""threat_id"": ""THRT-IRN-UAE-002"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Drone"",
    ""location"": {
      ""city"": ""Fujairah"",
      ""province"": null,
      ""coordinates"": [25.1333, 56.3400]
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-03-03T00:00:00Z"",
    ""details"": ""UAE oil infrastructure in Fujairah was hit by debris from an intercepted Iranian Shahed drone, causing a fire at a key oil storage zone",0,0,Unknown_ID,Beirut,Lebanon,1,IED,2026-03-03
,,,,,Operations resumed without injuries,0,0,Unknown_ID,Operations resumed without injuries,Unknown Country,1,Unknown Type,Unknown Date
,,,,,"Iranian state media alleged Israeli involvement.""
  },
  {
    ""threat_id"": ""THRT-IRN-UAE-003"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Bomb/Explosion"",
    ""location"": {
      ""city"": ""Abu Dhabi"",
      ""province"": null,
      ""coordinates"": [24.4667, 54.3667]
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-03-03T00:00:00Z"",
    ""details"": ""Loud explosions were reported in Abu Dhabi, UAE, hours after Iran vowed 'most ferocious' operations.""
  },
  {
    ""threat_id"": ""THRT-IRN-BHR-001"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Bomb/Explosion"",
    ""location"": {
      ""city"": ""Manama"",
      ""province"": ""Capital Governorate"",
      ""coordinates"": [26.2285, 50.5860]
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-03-03T00:00:00Z"",
    ""details"": ""Loud explosions were reported in Manama, Bahrain, hours after Iran vowed 'most ferocious' operations.""
  },
  {
    ""threat_id"": ""THRT-IRN-QAT-001"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Bomb/Explosion"",
    ""location"": {
      ""city"": null,
      ""province"": null,
      ""coordinates"": [25.3548, 51.1839]
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-03-03T00:00:00Z"",
    ""details"": ""Loud explosions were reported in Qatar, hours after Iran vowed 'most ferocious' operations.""
  },
  {
    ""threat_id"": ""THRT-ISR-IRN-003"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Bomb/Explosion"",
    ""location"": {
      ""city"": ""Tehran"",
      ""province"": ""Tehran"",
      ""coordinates"": [35.6892, 51.3890]
    },
    ""severity"": ""Critical"",
    ""confidence"": ""Medium"",
    ""timestamp"": ""2026-03-01T00:00:00Z"",
    ""details"": ""An explosion was reported in Tehran, Iran by witnesses",0,0,Unknown_ID,Manama,Bahrain,1,Explosion,2026-03-03
,,,,,"No immediate comment from the Israeli government.""
  },
  {
    ""threat_id"": ""THRT-ISR-IRN-004"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Missile"",
    ""location"": {
      ""city"": null,
      ""province"": null,
      ""coordinates"": null
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-02-28T00:00:00Z"",
    ""details"": ""Israel launched missile attacks against Iran, leading the US to begin 'major combat operations.'""
  },
  {
    ""threat_id"": ""THRT-ISR-IRN-005"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Bomb/Explosion"",
    ""location"": {
      ""city"": ""Tehran"",
      ""province"": ""Tehran"",
      ""coordinates"": [35.6892, 51.3890]
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-03-03T00:00:00Z"",
    ""details"": ""Multiple explosions were reported in Tehran and several other locations across Iran as part of ongoing attacks.""
  },
  {
    ""threat_id"": ""THRT-ISR-LBN-002"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Airstrike"",
    ""location"": {
      ""city"": null,
      ""province"": ""Iqlim al-Tuffah"",
      ""coordinates"": [33.45, 35.5333]
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-03-03T00:00:00Z"",
    ""details"": ""Israel carried out a series of airstrikes targeting the Iqlim al-Tuffah region of Lebanon, aimed at neutralizing threats posed by Iran.""
  },
  {
    ""threat_id"": ""THRT-IRN-MAR-001"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Naval"",
    ""location"": {
      ""city"": null,
      ""province"": null,
      ""coordinates"": null
    },
    ""severity"": ""High"",
    ""confidence"": ""Low"",
    ""timestamp"": ""2026-02-28T00:00:00Z"",
    ""details"": ""An IRGC naval commander claimed Iran has targeted over 10 ships and oil tankers since the start of the conflict.""
  },
  {
    ""threat_id"": ""THRT-IRN-MAR-002"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Naval"",
    ""location"": {
      ""city"": null,
      ""province"": null,
      ""coordinates"": null
    },
    ""severity"": ""High"",
    ""confidence"": ""Medium"",
    ""timestamp"": ""2026-02-28T00:00:00Z"",
    ""details"": ""Iran claimed to have hit two oil tankers on the first day of the conflict.""
  },
  {
    ""threat_id"": ""THRT-IRN-MAR-003"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Naval"",
    ""location"": {
      ""city"": null,
      ""province"": null,
      ""coordinates"": null
    },
    ""severity"": ""High"",
    ""confidence"": ""Medium"",
    ""timestamp"": ""2026-03-01T00:00:00Z"",
    ""details"": ""Iran claimed to have hit several ships passing through the Strait of Hormuz on the second day of the conflict, which the US had encouraged to pass.""
  },
  {
    ""threat_id"": ""THRT-IRN-MAR-004"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Naval"",
    ""location"": {
      ""city"": null,
      ""province"": null,
      ""coordinates"": null
    },
    ""severity"": ""High"",
    ""confidence"": ""Medium"",
    ""timestamp"": ""2026-03-02T00:00:00Z"",
    ""details"": ""Iran claimed to have targeted American and British ships, and any ships carrying cargo for Israel, in the Persian Gulf from day three of the conflict.""
  },
  {
    ""threat_id"": ""THRT-USAISR-IRN-006"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Airstrike (Missile/Fighter Jet)"",
    ""location"": {
      ""city"": ""Urmia"",
      ""province"": ""West Azerbaijan"",
      ""coordinates"": [37.55, 45.07]
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-03-02T02:00:00Z"",
    ""details"": ""Ismat Girls' School in Urmia, Iran, was completely destroyed by a missile attack from American-Zionist fighter jets around 2:00 AM.""
  },
  {
    ""threat_id"": ""THRT-IRN-005"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Missile (Qadr-380)"",
    ""location"": {
      ""city"": null,
      ""province"": null,
      ""coordinates"": null
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-03-03T00:00:00Z"",
    ""details"": ""An IRGC Navy missile attack using 'Qadr-380' missiles damaged a US destroyer and a US supply ship during refueling in the North Indian Ocean, approximately 650 km from the Iranian coast.""
  },
  {
    ""threat_id"": ""THRT-IRN-IRQ-001"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Missile (Fajr-5)"",
    ""location"": {
      ""city"": null,
      ""province"": null,
      ""coordinates"": null
    },
    ""severity"": ""High"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-03-03T00:00:00Z"",
    ""details"": ""IRGC Ground Force used Fajr-5 missiles to target and destroy bases and centers of anti-Iran groups in Iraqi Kurdistan, who the US allegedly tried to activate.""
  },
  {
    ""threat_id"": ""THRT-HEZ-LBN-001"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Rocket"",
    ""location"": {
      ""city"": null,
      ""province"": null,
      ""coordinates"": null
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-03-02T00:00:00Z"",
    ""details"": ""Hezbollah launched rockets from Lebanon in retaliation for the assassination of Iranian Supreme Leader Ayatollah Ali Khamenei.""
  },
  {
    ""threat_id"": ""THRT-ISR-LBN-003"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Unspecified Airstrike"",
    ""location"": {
      ""city"": null,
      ""province"": null,
      ""coordinates"": null
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-03-02T00:00:00Z"",
    ""details"": ""Israel hit targets in Lebanon in retaliation for Hezbollah's rocket launches, which were in response to the assassination of Ayatollah Ali Khamenei.""
  },
  {
    ""threat_id"": ""THRT-IRN-BHR-002"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Unspecified (Missile/Drone likely)"",
    ""location"": {
      ""city"": ""Manama"",
      ""province"": ""Capital Governorate"",
      ""coordinates"": [26.2285, 50.586]
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-03-01T00:00:00Z"",
    ""details"": ""Iran hit the radar dome of the US Navy's Fifth Fleet headquarters in Manama, Bahrain, destroying two satellite communication terminals and several buildings, aiming to disrupt US naval coordination.""
  },
  {
    ""threat_id"": ""THRT-IRN-QAT-002"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Unspecified (Missile/Drone likely)"",
    ""location"": {
      ""city"": ""Al Rayyan"",
      ""province"": null,
      ""coordinates"": [25.1097, 51.2828]
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-03-01T00:00:00Z"",
    ""details"": ""Iran hit satellite antennas at Al Udeid Air Base in Qatar, the largest US military base",0,0,Unknown_ID,Manama,Bahrain,1,Explosion,2026-02-28
